HALE_03mod
    1.000073      0.8729993E-03
   0.9936826      0.1798608E-02
   0.9855909      0.2984963E-02
   0.9767406      0.4301142E-02
   0.9672007      0.5742015E-02
   0.9570788      0.7296291E-02
   0.9465008      0.8949135E-02
   0.9355892      0.1068525E-01
   0.9244479      0.1249117E-01
   0.9131573      0.1435625E-01
   0.9017752      0.1627281E-01
   0.8903412      0.1823565E-01
   0.8788813      0.2024149E-01
   0.8674118      0.2228851E-01
   0.8559425      0.2437588E-01
   0.8444783      0.2650358E-01
   0.8330214      0.2867210E-01
   0.8215716      0.3088237E-01
   0.8101278      0.3313552E-01
   0.7986912      0.3543231E-01
   0.7872640      0.3777328E-01
   0.7758492      0.4015885E-01
   0.7644500      0.4258930E-01
   0.7530704      0.4506483E-01
   0.7417124      0.4758503E-01
   0.7303707      0.5014715E-01
   0.7190377      0.5274760E-01
   0.7077062      0.5538247E-01
   0.6963693      0.5804747E-01
   0.6850216      0.6073773E-01
   0.6736612      0.6344737E-01
   0.6622892      0.6616950E-01
   0.6509150      0.6889519E-01
   0.6395528      0.7161426E-01
   0.6282392      0.7431136E-01
   0.6170488      0.7696259E-01
   0.6059793      0.7956311E-01
   0.5949615      0.8209205E-01
   0.5839309      0.8452495E-01
   0.5729303      0.8687071E-01
   0.5620051      0.8914106E-01
   0.5511481      0.9133377E-01
   0.5403537      0.9344676E-01
   0.5296184      0.9547792E-01
   0.5189404      0.9742495E-01
   0.5083191      0.9928531E-01
   0.4977549      0.1010561    
   0.4872480      0.1027343    
   0.4767979      0.1043168    
   0.4664029      0.1058009    
   0.4560607      0.1071840    
   0.4457681      0.1084639    
   0.4355214      0.1096388    
   0.4253161      0.1107068    
   0.4151475      0.1116667    
   0.4050101      0.1125172    
   0.3948987      0.1132578    
   0.3848085      0.1138881    
   0.3747361      0.1144078    
   0.3646793      0.1148170    
   0.3546368      0.1151154    
   0.3446084      0.1153030    
   0.3345948      0.1153795    
   0.3245977      0.1153449    
   0.3146193      0.1151989    
   0.3046628      0.1149415    
   0.2947324      0.1145724    
   0.2848325      0.1140915    
   0.2749688      0.1134986    
   0.2651472      0.1127935    
   0.2553743      0.1119758    
   0.2456570      0.1110452    
   0.2360021      0.1100011    
   0.2264165      0.1088433    
   0.2169076      0.1075713    
   0.2074828      0.1061852    
   0.1981503      0.1046848    
   0.1889185      0.1030704    
   0.1797967      0.1013428    
   0.1707951      0.9950271E-01
   0.1619247      0.9755182E-01
   0.1531978      0.9549223E-01
   0.1446277      0.9332685E-01
   0.1362292      0.9105951E-01
   0.1280181      0.8869504E-01
   0.1200116      0.8623940E-01
   0.1122276      0.8369993E-01
